"ESTADO","SEMANA2","FECHA_DOMINGO","CONFIRMADOS","DECESOS"
"28","'29-2020","2020-07-12",2506,284
"28","'29-2021","2021-07-18",1713,26
"28","'30-2020","2020-07-19",1935,241
"28","'30-2021","2021-07-25",1941,17
"28","'31-2020","2020-07-26",1696,175
"28","'31-2021","2021-08-01",657,0
"28","'32-2020","2020-08-02",1523,150
"28","'33-2020","2020-08-09",1444,143
"28","'34-2020","2020-08-16",1118,102
"28","'35-2020","2020-08-23",1229,105
"28","'36-2020","2020-08-30",1136,85
"28","'37-2020","2020-09-06",883,60
"28","'38-2020","2020-09-13",921,58
"28","'39-2020","2020-09-20",752,48
"28","'40-2020","2020-09-27",726,62
"28","'41-2020","2020-10-04",698,63
"28","'42-2020","2020-10-11",816,66
"28","'43-2020","2020-10-18",857,60
"28","'44-2020","2020-10-25",705,50
"28","'45-2020","2020-11-01",816,53
"28","'46-2020","2020-11-08",886,58
"28","'47-2020","2020-11-15",987,84
"28","'48-2020","2020-11-22",868,68
"28","'49-2020","2020-11-29",895,67
"28","'50-2020","2020-12-06",1207,86
"28","'51-2020","2020-12-13",1348,122
"28","'52-2020","2020-12-20",2158,186
"29","'01-2021","2021-01-03",1475,214
"29","'02-2021","2021-01-10",866,118
"29","'03-2021","2021-01-17",792,101
"29","'04-2021","2021-01-24",648,89
"29","'05-2021","2021-01-31",595,67
"29","'06-2021","2021-02-07",383,48
"29","'07-2021","2021-02-14",305,40
"29","'08-2021","2021-02-21",277,33
"29","'09-2021","2021-02-28",294,38
"29","'10-2020","2020-03-01",2,0
"29","'10-2021","2021-03-07",320,21
"29","'11-2020","2020-03-08",2,0
"29","'11-2021","2021-03-14",394,18
"29","'12-2020","2020-03-15",3,0
"29","'12-2021","2021-03-21",214,17
"29","'13-2020","2020-03-22",18,2
"29","'13-2021","2021-03-28",229,19
"29","'14-2020","2020-03-29",32,6
"29","'14-2021","2021-04-04",212,18
"29","'15-2020","2020-04-05",40,7
"29","'15-2021","2021-04-11",162,15
"29","'16-2020","2020-04-12",66,21
"29","'16-2021","2021-04-18",129,10
"29","'17-2020","2020-04-19",107,23
"29","'17-2021","2021-04-25",113,3
"29","'18-2020","2020-04-26",123,27
"29","'18-2021","2021-05-02",60,2
"29","'19-2020","2020-05-03",219,56
"29","'19-2021","2021-05-09",95,4
"29","'20-2020","2020-05-10",238,31
"29","'20-2021","2021-05-16",89,3
"29","'21-2020","2020-05-17",305,60
"29","'21-2021","2021-05-23",59,2
"29","'22-2020","2020-05-24",309,63
"29","'22-2021","2021-05-30",37,1
"29","'23-2020","2020-05-31",383,81
"29","'23-2021","2021-06-06",26,0
"29","'24-2020","2020-06-07",346,62
"29","'24-2021","2021-06-13",34,0
"29","'25-2020","2020-06-14",439,72
"29","'25-2021","2021-06-20",42,1
"29","'26-2020","2020-06-21",507,80
"29","'26-2021","2021-06-27",63,4
"29","'27-2020","2020-06-28",512,108
"29","'27-2021","2021-07-04",190,2
"29","'28-2020","2020-07-05",592,118
"29","'28-2021","2021-07-11",258,5
"29","'29-2020","2020-07-12",506,85
"29","'29-2021","2021-07-18",470,3
"29","'30-2020","2020-07-19",531,77
"29","'30-2021","2021-07-25",606,3
"29","'31-2020","2020-07-26",444,62
"29","'31-2021","2021-08-01",229,0
"29","'32-2020","2020-08-02",370,36
"29","'33-2020","2020-08-09",361,37
"29","'34-2020","2020-08-16",365,29
"29","'35-2020","2020-08-23",260,32
"29","'36-2020","2020-08-30",262,25
"29","'37-2020","2020-09-06",213,18
"29","'38-2020","2020-09-13",200,9
"29","'39-2020","2020-09-20",159,13
"29","'40-2020","2020-09-27",150,21
"29","'41-2020","2020-10-04",155,18
"29","'42-2020","2020-10-11",193,24
"29","'43-2020","2020-10-18",174,10
"29","'44-2020","2020-10-25",197,10
"29","'45-2020","2020-11-01",227,6
"29","'46-2020","2020-11-08",291,13
"29","'47-2020","2020-11-15",236,23
"29","'48-2020","2020-11-22",249,23
"29","'49-2020","2020-11-29",323,39
"29","'50-2020","2020-12-06",506,45
"29","'51-2020","2020-12-13",601,87
"29","'52-2020","2020-12-20",1137,164
"30","'01-2021","2021-01-03",2769,423
"30","'02-2021","2021-01-10",1981,327
"30","'03-2021","2021-01-17",1820,321
"30","'04-2021","2021-01-24",1174,262
"30","'05-2021","2021-01-31",1016,185
"30","'06-2021","2021-02-07",775,142
"30","'07-2021","2021-02-14",746,134
"30","'08-2021","2021-02-21",674,109
"30","'09-2021","2021-02-28",612,108
"30","'10-2020","2020-03-01",1,0
"30","'10-2021","2021-03-07",531,78
"30","'11-2020","2020-03-08",11,0
"30","'11-2021","2021-03-14",528,89
"30","'12-2020","2020-03-15",23,1
"30","'12-2021","2021-03-21",417,55
"30","'13-2020","2020-03-22",33,3
"30","'13-2021","2021-03-28",373,71
"30","'14-2020","2020-03-29",57,9
"30","'14-2021","2021-04-04",425,50
"30","'15-2020","2020-04-05",137,28
"30","'15-2021","2021-04-11",400,36
"30","'16-2020","2020-04-12",235,57
"30","'16-2021","2021-04-18",373,42
"30","'17-2020","2020-04-19",424,107
"30","'17-2021","2021-04-25",321,37
"30","'18-2020","2020-04-26",697,179
"30","'18-2021","2021-05-02",325,28
"30","'19-2020","2020-05-03",874,253
"30","'19-2021","2021-05-09",388,27
"30","'20-2020","2020-05-10",1067,273
"30","'20-2021","2021-05-16",497,32
"30","'21-2020","2020-05-17",1249,266
"30","'21-2021","2021-05-23",548,35
"30","'22-2020","2020-05-24",1244,287
"30","'22-2021","2021-05-30",701,38
"30","'23-2020","2020-05-31",1366,286
"30","'23-2021","2021-06-06",724,31
"30","'24-2020","2020-06-07",1636,304
"30","'24-2021","2021-06-13",1079,48
"30","'25-2020","2020-06-14",1978,343
"30","'25-2021","2021-06-20",1598,77
"30","'26-2020","2020-06-21",2124,332
"30","'26-2021","2021-06-27",2331,94
"30","'27-2020","2020-06-28",2588,448
"30","'27-2021","2021-07-04",3139,109
"30","'28-2020","2020-07-05",2723,487
"30","'28-2021","2021-07-11",3833,133
"30","'29-2020","2020-07-12",2692,386
"30","'29-2021","2021-07-18",4783,121
"30","'30-2020","2020-07-19",2331,406
"30","'30-2021","2021-07-25",4166,40
"30","'31-2020","2020-07-26",1972,326
"30","'31-2021","2021-08-01",1039,4
"30","'32-2020","2020-08-02",1464,216
"30","'33-2020","2020-08-09",1447,216
"30","'34-2020","2020-08-16",1312,231
"30","'35-2020","2020-08-23",1302,191
"30","'36-2020","2020-08-30",1215,186
"30","'37-2020","2020-09-06",970,154
"30","'38-2020","2020-09-13",1158,146
"30","'39-2020","2020-09-20",856,97
"30","'40-2020","2020-09-27",857,101
"30","'41-2020","2020-10-04",828,105
"30","'42-2020","2020-10-11",716,82
"30","'43-2020","2020-10-18",666,75
"30","'44-2020","2020-10-25",612,69
"30","'45-2020","2020-11-01",635,76
"30","'46-2020","2020-11-08",585,86
"30","'47-2020","2020-11-15",615,92
"30","'48-2020","2020-11-22",689,70
"30","'49-2020","2020-11-29",675,108
"30","'50-2020","2020-12-06",815,111
"30","'51-2020","2020-12-13",912,140
"30","'52-2020","2020-12-20",1813,343
"31","'01-2021","2021-01-03",1168,77
"31","'02-2021","2021-01-10",751,73
"31","'03-2021","2021-01-17",843,64
"31","'04-2021","2021-01-24",667,56
"31","'05-2021","2021-01-31",640,81
"31","'06-2021","2021-02-07",602,76
"31","'07-2021","2021-02-14",683,72
"31","'08-2021","2021-02-21",722,74
"31","'09-2021","2021-02-28",644,73
"31","'10-2020","2020-03-01",4,1
"31","'10-2021","2021-03-07",527,52
"31","'11-2020","2020-03-08",17,0
"31","'11-2021","2021-03-14",526,62
"31","'12-2020","2020-03-15",38,4
"31","'12-2021","2021-03-21",438,46
"31","'13-2020","2020-03-22",33,4
"31","'13-2021","2021-03-28",475,44
"31","'14-2020","2020-03-29",51,6
"31","'14-2021","2021-04-04",443,44
"31","'15-2020","2020-04-05",95,14
"31","'15-2021","2021-04-11",454,40
"31","'16-2020","2020-04-12",141,22
"31","'16-2021","2021-04-18",472,33
"31","'17-2020","2020-04-19",240,21
"31","'17-2021","2021-04-25",472,37
"31","'18-2020","2020-04-26",258,34
"31","'18-2021","2021-05-02",460,23
"31","'19-2020","2020-05-03",300,51
"31","'19-2021","2021-05-09",613,29
"31","'20-2020","2020-05-10",350,48
"31","'20-2021","2021-05-16",794,38
"31","'21-2020","2020-05-17",383,69
"31","'21-2021","2021-05-23",1155,56
"31","'22-2020","2020-05-24",302,42
"31","'22-2021","2021-05-30",1579,81
"31","'23-2020","2020-05-31",374,63
"31","'23-2021","2021-06-06",1648,87
"31","'24-2020","2020-06-07",570,76
"31","'24-2021","2021-06-13",1830,80
"31","'25-2020","2020-06-14",922,121
"31","'25-2021","2021-06-20",1841,61
"31","'26-2020","2020-06-21",1022,126
"31","'26-2021","2021-06-27",1672,67
"31","'27-2020","2020-06-28",1132,219
"31","'27-2021","2021-07-04",1758,67
"31","'28-2020","2020-07-05",1231,208
"31","'28-2021","2021-07-11",1616,58
"31","'29-2020","2020-07-12",1342,200
"31","'29-2021","2021-07-18",1501,30
"31","'30-2020","2020-07-19",1649,224
"31","'30-2021","2021-07-25",1397,23
"31","'31-2020","2020-07-26",1361,183
"31","'31-2021","2021-08-01",501,3
"31","'32-2020","2020-08-02",964,154
"31","'33-2020","2020-08-09",973,98
"31","'34-2020","2020-08-16",1058,111
"31","'35-2020","2020-08-23",937,54
"31","'36-2020","2020-08-30",927,61
"31","'37-2020","2020-09-06",725,43
"31","'38-2020","2020-09-13",700,41
"31","'39-2020","2020-09-20",719,29
"31","'40-2020","2020-09-27",579,54
"31","'41-2020","2020-10-04",588,44
"31","'42-2020","2020-10-11",823,44
"31","'43-2020","2020-10-18",704,34
"31","'44-2020","2020-10-25",451,41
"31","'45-2020","2020-11-01",473,35
"31","'46-2020","2020-11-08",560,39
"31","'47-2020","2020-11-15",713,45
"31","'48-2020","2020-11-22",642,46
"31","'49-2020","2020-11-29",570,55
"31","'50-2020","2020-12-06",706,56
"31","'51-2020","2020-12-13",575,36
"31","'52-2020","2020-12-20",894,80
"32","'01-2021","2021-01-03",1595,141
"32","'02-2021","2021-01-10",845,101
"32","'03-2021","2021-01-17",919,92
"32","'04-2021","2021-01-24",662,76
"32","'05-2021","2021-01-31",655,74
"32","'06-2021","2021-02-07",552,50
"32","'07-2021","2021-02-14",421,37
"32","'08-2021","2021-02-21",367,33
"32","'09-2021","2021-02-28",410,25
"32","'10-2020","2020-03-01",3,0
"32","'10-2021","2021-03-07",277,18
"32","'11-2020","2020-03-08",7,0
"32","'11-2021","2021-03-14",293,27
"32","'12-2020","2020-03-15",14,2
"32","'12-2021","2021-03-21",265,23
"32","'13-2020","2020-03-22",2,0
"32","'13-2021","2021-03-28",227,19
"32","'14-2020","2020-03-29",6,3
"32","'14-2021","2021-04-04",240,10
"32","'15-2020","2020-04-05",20,3
"32","'15-2021","2021-04-11",236,9
"32","'16-2020","2020-04-12",27,3
"32","'16-2021","2021-04-18",253,11
"32","'17-2020","2020-04-19",24,4
"32","'17-2021","2021-04-25",262,12
"32","'18-2020","2020-04-26",51,5
"32","'18-2021","2021-05-02",178,8
"32","'19-2020","2020-05-03",57,6
"32","'19-2021","2021-05-09",161,12
"32","'20-2020","2020-05-10",52,7
"32","'20-2021","2021-05-16",125,2
"32","'21-2020","2020-05-17",65,11
"32","'21-2021","2021-05-23",72,4
"32","'22-2020","2020-05-24",78,16
"32","'22-2021","2021-05-30",73,1
"32","'23-2020","2020-05-31",142,21
"32","'23-2021","2021-06-06",63,2
"32","'24-2020","2020-06-07",167,21
"32","'24-2021","2021-06-13",67,1
"32","'25-2020","2020-06-14",201,15
"32","'25-2021","2021-06-20",52,1
"32","'26-2020","2020-06-21",233,22
"32","'26-2021","2021-06-27",150,0
"32","'27-2020","2020-06-28",295,41
"32","'27-2021","2021-07-04",303,1
"32","'28-2020","2020-07-05",390,49
"32","'28-2021","2021-07-11",623,13
"32","'29-2020","2020-07-12",513,56
"32","'29-2021","2021-07-18",1001,19
"32","'30-2020","2020-07-19",533,83
"32","'30-2021","2021-07-25",1003,9
"32","'31-2020","2020-07-26",584,71
"32","'31-2021","2021-08-01",276,0
"32","'32-2020","2020-08-02",662,61
"32","'33-2020","2020-08-09",575,45
"32","'34-2020","2020-08-16",605,83
"32","'35-2020","2020-08-23",497,52
"32","'36-2020","2020-08-30",557,50
"32","'37-2020","2020-09-06",444,40
"32","'38-2020","2020-09-13",471,55
"32","'39-2020","2020-09-20",460,46
"32","'40-2020","2020-09-27",650,44
"32","'41-2020","2020-10-04",848,57
"32","'42-2020","2020-10-11",971,83
"32","'43-2020","2020-10-18",1143,105
"32","'44-2020","2020-10-25",1284,138
"32","'45-2020","2020-11-01",1333,100
"32","'46-2020","2020-11-08",1438,108
"32","'47-2020","2020-11-15",1417,142
"32","'48-2020","2020-11-22",1325,117
"32","'49-2020","2020-11-29",1022,85
"32","'50-2020","2020-12-06",914,80
"32","'51-2020","2020-12-13",755,73
"32","'52-2020","2020-12-20",1033,120
